"","gene_id","gene_symbol"
"3567","ENSMUSG00000022243.10","Slc45a2"
"3568","ENSMUSG00000022244.7","Amacr"
"3569","ENSMUSG00000022245.15","Skor1"
"3570","ENSMUSG00000022246.14","Rai14"
"3571","ENSMUSG00000022247.12","Brix1"
"3572","ENSMUSG00000022248.14","Rad1"
"3573","ENSMUSG00000022249.14","Ttc23l"
"3574","ENSMUSG00000022253.15","Nadk2"
"3575","ENSMUSG00000022255.16","Mtdh"
"3576","ENSMUSG00000022257.4","Laptm4b"
"3577","ENSMUSG00000022261.6","Sdc2"
"3578","ENSMUSG00000022262.8","Dnah5"
"3579","ENSMUSG00000022263.10","Trio"
"3580","ENSMUSG00000022265.7","Ank"
"3581","ENSMUSG00000022269.13","Marchf11"
"3582","ENSMUSG00000022270.16","Retreg1"
"3583","ENSMUSG00000022272.17","Myo10"
"3584","ENSMUSG00000022280.9","Rnf19a"
"3585","ENSMUSG00000022283.15","Pabpc1"
"3586","ENSMUSG00000022285.17","Ywhaz"
"3587","ENSMUSG00000022286.16","Grhl2"
"3588","ENSMUSG00000022288.1","4930447A16Rik"
"3589","ENSMUSG00000022292.16","Rrm2b"
"3590","ENSMUSG00000022295.8","Atp6v1c1"
"3591","ENSMUSG00000022296.9","Baalc"
"3592","ENSMUSG00000022297.15","Fzd6"
"3593","ENSMUSG00000022299.9","Slc25a32"
"3594","ENSMUSG00000022300.10","Dcaf13"
"3595","ENSMUSG00000022303.9","Dcstamp"
"3596","ENSMUSG00000022304.13","Dpys"
"3597","ENSMUSG00000022305.13","Lrp12"
"3598","ENSMUSG00000022306.9","Zfpm2"
"3599","ENSMUSG00000022307.16","Oxr1"
"3600","ENSMUSG00000022309.9","Angpt1"
"3601","ENSMUSG00000022311.15","Csmd3"
"3602","ENSMUSG00000022312.11","Eif3h"
"3603","ENSMUSG00000022313.10","Utp23"
"3604","ENSMUSG00000022314.10","Rad21"
"3605","ENSMUSG00000022315.3","Slc30a8"
"3606","ENSMUSG00000022321.15","Cdh10"
"3607","ENSMUSG00000022322.8","Shcbp1"
"3608","ENSMUSG00000022323.11","Rida"
"3609","ENSMUSG00000022324.15","Matn2"
"3610","ENSMUSG00000022325.14","Pop1"
"3611","ENSMUSG00000022329.15","Stk3"
"3612","ENSMUSG00000022330.5","Osr2"
"3613","ENSMUSG00000022332.8","Khdrbs3"
"3614","ENSMUSG00000022335.17","Zfat"
"3615","ENSMUSG00000022336.3","Eif3e"
"3616","ENSMUSG00000022337.7","Emc2"
"3617","ENSMUSG00000022338.8","Eny2"
"3618","ENSMUSG00000022339.9","Ebag9"
"3619","ENSMUSG00000022340.15","Sybu"
"3620","ENSMUSG00000022342.6","Kcnv1"
"3621","ENSMUSG00000022346.16","Myc"
"3622","ENSMUSG00000022347.8","A1bg"
"3623","ENSMUSG00000022350.7","Washc5"
"3624","ENSMUSG00000022351.14","Sqle"
"3625","ENSMUSG00000022353.10","Mtss1"
"3626","ENSMUSG00000022354.4","Ndufb9"
"3627","ENSMUSG00000022357.2","Klhl38"
"3628","ENSMUSG00000022358.7","Fbxo32"
"3629","ENSMUSG00000022359.10","Wdyhv1"
"3630","ENSMUSG00000022360.8","Atad2"
"3631","ENSMUSG00000022361.14","Zhx1"
"3632","ENSMUSG00000022362.13","Gm29394"
"3633","ENSMUSG00000022364.14","Tbc1d31"
"3634","ENSMUSG00000022365.6","Derl1"
"3635","ENSMUSG00000022366.12","Slc22a22"
"3636","ENSMUSG00000022367.7","Has2"
"3637","ENSMUSG00000022369.13","Mtbp"
"3638","ENSMUSG00000022370.13","Mrpl13"
"3639","ENSMUSG00000022371.16","Col14a1"
"3640","ENSMUSG00000022372.14","Sla"
"3641","ENSMUSG00000022375.6","Lrrc6"
"3642","ENSMUSG00000022376.8","Adcy8"
"3643","ENSMUSG00000022377.16","Asap1"
"3644","ENSMUSG00000022378.14","Fam49b"
"3645","ENSMUSG00000022382.15","Wnt7b"
"3646","ENSMUSG00000022383.13","Ppara"
"3647","ENSMUSG00000022385.11","Gtse1"
"3648","ENSMUSG00000022386.12","Trmu"
"3649","ENSMUSG00000022387.17","Brd1"
"3650","ENSMUSG00000022388.14","Ttll8"
"3651","ENSMUSG00000022389.15","Tef"
"3652","ENSMUSG00000022390.11","Zc3h7b"
"3653","ENSMUSG00000022391.16","Rangap1"
"3654","ENSMUSG00000022394.14","L3mbtl2"
"3655","ENSMUSG00000022400.9","Rbx1"
"3656","ENSMUSG00000022401.12","Xpnpep3"
"3657","ENSMUSG00000022403.15","St13"
"3658","ENSMUSG00000022404.8","Slc25a17"
"3659","ENSMUSG00000022407.10","Adsl"
"3660","ENSMUSG00000022408.7","Fam83f"
"3661","ENSMUSG00000022412.14","Mief1"
"3662","ENSMUSG00000022414.8","Tab1"
"3663","ENSMUSG00000022415.12","Syngr1"
"3664","ENSMUSG00000022416.15","Cacna1i"
"3665","ENSMUSG00000022419.16","Deptor"
"3666","ENSMUSG00000022420.16","Dnal4"
"3667","ENSMUSG00000022421.19","Nptxr"
"3668","ENSMUSG00000022422.13","Dscc1"
"3669","ENSMUSG00000022425.16","Enpp2"
"3670","ENSMUSG00000022426.6","Josd1"
"3671","ENSMUSG00000022427.4","Tomm22"
"3672","ENSMUSG00000022428.8","Cby1"
"3673","ENSMUSG00000022429.11","Dmc1"
"3674","ENSMUSG00000022431.3","Ribc2"
"3675","ENSMUSG00000022432.7","Smc1b"
"3676","ENSMUSG00000022433.20","Csnk1e"
"3677","ENSMUSG00000022434.8","Fam118a"
"3678","ENSMUSG00000022435.6","Upk3a"
"3679","ENSMUSG00000022436.16","Sh3bp1"
"3680","ENSMUSG00000022437.7","Samm50"
"3681","ENSMUSG00000022438.6","Parvb"
"3682","ENSMUSG00000022439.9","Parvg"
"3683","ENSMUSG00000022440.9","C1qtnf6"
"3684","ENSMUSG00000022441.17","Efcab6"
"3685","ENSMUSG00000022442.16","Ttll1"
"3686","ENSMUSG00000022443.17","Myh9"
"3687","ENSMUSG00000022445.7","Cyp2d26"
"3688","ENSMUSG00000022449.14","Adamts20"
"3689","ENSMUSG00000022450.6","Ndufa6"
"3690","ENSMUSG00000022451.12","Twf1"
"3691","ENSMUSG00000022452.16","Smdt1"
"3692","ENSMUSG00000022453.8","Naga"
"3693","ENSMUSG00000022454.17","Nell2"
"3694","ENSMUSG00000022455.4","Wbp2nl"
"3695","ENSMUSG00000022456.18","Septin3"
"3696","ENSMUSG00000022462.7","Slc38a2"
"3697","ENSMUSG00000022463.8","Srebf2"
"3698","ENSMUSG00000022464.14","Slc38a4"
"3699","ENSMUSG00000022466.6","Rpap3"
"3700","ENSMUSG00000022468.12","Endou"
"3701","ENSMUSG00000022469.17","Rapgef3"
"3702","ENSMUSG00000022471.14","Xrcc6"
"3703","ENSMUSG00000022472.16","Desi1"
"3704","ENSMUSG00000022474.15","Pmm1"
"3705","ENSMUSG00000022475.19","Hdac7"
"3706","ENSMUSG00000022476.8","Polr3h"
"3707","ENSMUSG00000022477.13","Aco2"
"3708","ENSMUSG00000022479.15","Vdr"
"3709","ENSMUSG00000022483.17","Col2a1"
"3710","ENSMUSG00000022484.7","Hoxc10"
"3711","ENSMUSG00000022485.3","Hoxc5"
"3712","ENSMUSG00000022487.14","Gtsf1"
"3713","ENSMUSG00000022488.9","Nckap1l"
"3714","ENSMUSG00000022489.6","Pde1b"
"3715","ENSMUSG00000022490.7","Ppp1r1a"
"3716","ENSMUSG00000022491.5","Glycam1"
"3717","ENSMUSG00000022494.15","Shisa9"
"3718","ENSMUSG00000022496.5","Tnfrsf17"
"3719","ENSMUSG00000022498.16","Txndc11"
"3720","ENSMUSG00000022500.15","Litaf"
"3721","ENSMUSG00000022501.6","Prm1"
"3722","ENSMUSG00000022503.10","Nubp1"
"3723","ENSMUSG00000022504.10","Ciita"
"3724","ENSMUSG00000022505.9","Emp2"
"3725","ENSMUSG00000022507.6","1810013L24Rik"
"3726","ENSMUSG00000022508.5","Bcl6"
"3727","ENSMUSG00000022510.14","Trp63"
"3728","ENSMUSG00000022512.3","Cldn1"
"3729","ENSMUSG00000022514.14","Il1rap"
"3730","ENSMUSG00000022515.6","Anks3"
"3731","ENSMUSG00000022516.10","Nudt16l1"
"3732","ENSMUSG00000022517.17","Mgrn1"
"3733","ENSMUSG00000022518.16","4930562C15Rik"
"3734","ENSMUSG00000022519.14","Srl"
"3735","ENSMUSG00000022521.10","Crebbp"
"3736","ENSMUSG00000022523.10","Fgf12"
"3737","ENSMUSG00000022525.13","Plaat1"
"3738","ENSMUSG00000022526.8","Zfp251"
"3739","ENSMUSG00000022528.8","Hes1"
"3740","ENSMUSG00000022529.11","Zfp263"
"3741","ENSMUSG00000022533.14","Atp13a3"
"3742","ENSMUSG00000022534.14","Mefv"
"3743","ENSMUSG00000022536.14","Glyr1"
"3744","ENSMUSG00000022537.18","Tmem44"
"3745","ENSMUSG00000022538.20","Lsg1"
"3746","ENSMUSG00000022540.16","Rogdi"
"3747","ENSMUSG00000022542.7","Septin12"
"3748","ENSMUSG00000022543.9","4930451G09Rik"
"3749","ENSMUSG00000022544.14","Eef2kmt"
"3750","ENSMUSG00000022545.13","Ercc4"
"3751","ENSMUSG00000022546.5","Gpt"
"3752","ENSMUSG00000022548.14","Apod"
"3753","ENSMUSG00000022550.18","Adck5"
"3754","ENSMUSG00000022551.8","Cyc1"
"3755","ENSMUSG00000022552.16","Sharpin"
"3756","ENSMUSG00000022553.16","Maf1"
"3757","ENSMUSG00000022554.7","Hgh1"
"3758","ENSMUSG00000022555.12","Dgat1"
"3759","ENSMUSG00000022556.11","Hsf1"
"3760","ENSMUSG00000022557.11","Bop1"
"3761","ENSMUSG00000022558.16","Mroh1"
"3762","ENSMUSG00000022559.8","Fbxl6"
"3763","ENSMUSG00000022560.9","Slc52a2"
"3764","ENSMUSG00000022561.13","Gpaa1"
"3765","ENSMUSG00000022562.15","Oplah"
"3766","ENSMUSG00000022564.7","Grina"
"3767","ENSMUSG00000022565.15","Plec"
"3768","ENSMUSG00000022568.17","Scrib"
"3769","ENSMUSG00000022570.7","Tsta3"
"3770","ENSMUSG00000022571.9","Pycrl"
"3771","ENSMUSG00000022574.7","Naprt"
"3772","ENSMUSG00000022575.5","Gsdmd"
"3773","ENSMUSG00000022577.17","Ly6h"
"3774","ENSMUSG00000022579.10","Gpihbp1"
"3775","ENSMUSG00000022580.13","Rhpn1"
"3776","ENSMUSG00000022582.4","Ly6g"
"3777","ENSMUSG00000022583.12","Ly6f"
"3778","ENSMUSG00000022584.14","Ly6c2"
"3779","ENSMUSG00000022586.11","Ly6i"
"3780","ENSMUSG00000022587.14","Ly6e"
"3781","ENSMUSG00000022589.8","Cyp11b2"
"3782","ENSMUSG00000022591.5","Gm9747"
"3783","ENSMUSG00000022594.14","Lynx1"
"3784","ENSMUSG00000022595.7","Lypd2"
"3785","ENSMUSG00000022596.3","Slurp1"
"3786","ENSMUSG00000022598.6","Psca"
"3787","ENSMUSG00000022601.11","Zbtb11"
"3788","ENSMUSG00000022602.14","Arc"
"3789","ENSMUSG00000022603.9","Mroh4"
"3790","ENSMUSG00000022604.18","Cep97"
"3791","ENSMUSG00000022607.18","Ptk2"
"3792","ENSMUSG00000022610.10","Mapk12"
"3793","ENSMUSG00000022613.8","Miox"
"3794","ENSMUSG00000022614.8","Lmf2"
"3795","ENSMUSG00000022615.7","Tymp"
"3796","ENSMUSG00000022617.15","Chkb"
"3797","ENSMUSG00000022619.5","Mapk8ip2"
"3798","ENSMUSG00000022620.14","Arsa"
"3799","ENSMUSG00000022621.16","Rabl2"
"3800","ENSMUSG00000022622.5","Acr"
"3801","ENSMUSG00000022623.17","Shank3"
"3802","ENSMUSG00000022629.17","Kif21a"
"3803","ENSMUSG00000022634.9","Yaf2"
"3804","ENSMUSG00000022635.9","Zcrb1"
"3805","ENSMUSG00000022636.13","Alcam"
"3806","ENSMUSG00000022637.11","Cblb"
"3807","ENSMUSG00000022639.14","Dubr"
"3808","ENSMUSG00000022641.15","Bbx"
"3809","ENSMUSG00000022650.7","Retnlb"
"3810","ENSMUSG00000022651.6","Retnlg"
"3811","ENSMUSG00000022652.7","Morc1"
"3812","ENSMUSG00000022656.15","Nectin3"
"3813","ENSMUSG00000022657.9","Cd96"
"3814","ENSMUSG00000022658.10","Tagln3"
"3815","ENSMUSG00000022659.13","Gcsam"
"3816","ENSMUSG00000022661.14","Cd200"
"3817","ENSMUSG00000022663.3","Atg3"
"3818","ENSMUSG00000022664.11","Slc35a5"
"3819","ENSMUSG00000022665.15","Ccdc80"
"3820","ENSMUSG00000022667.18","Cd200r1"
"3821","ENSMUSG00000022668.10","Gtpbp8"
"3822","ENSMUSG00000022671.13","Mzt2"
"3823","ENSMUSG00000022672.8","Prkdc"
"3824","ENSMUSG00000022673.5","Mcm4"
"3825","ENSMUSG00000022674.15","Ube2v2"
"3826","ENSMUSG00000022676.7","Snai2"
"3827","ENSMUSG00000022677.15","Fopnl"
"3828","ENSMUSG00000022678.16","Nde1"
"3829","ENSMUSG00000022679.13","Mpv17l"
"3830","ENSMUSG00000022680.14","Pdxdc1"
"3831","ENSMUSG00000022681.15","Ntan1"
"3832","ENSMUSG00000022682.8","Rrn3"
"3833","ENSMUSG00000022683.13","Pla2g10"
"3834","ENSMUSG00000022684.15","Bfar"
"3835","ENSMUSG00000022685.9","Parn"
"3836","ENSMUSG00000022686.14","B3gnt5"
"3837","ENSMUSG00000022687.12","Boc"
"3838","ENSMUSG00000022696.17","Sidt1"
"3839","ENSMUSG00000022698.17","Naa50"
"3840","ENSMUSG00000022701.18","Ccdc191"
"3841","ENSMUSG00000022702.16","Hira"
"3842","ENSMUSG00000022704.16","Qtrt2"
"3843","ENSMUSG00000022705.5","Drd3"
"3844","ENSMUSG00000022706.16","Mrpl40"
"3845","ENSMUSG00000022707.16","Gbe1"
"3846","ENSMUSG00000022708.16","Zbtb20"
"3847","ENSMUSG00000022710.17","Usp7"
"3848","ENSMUSG00000022711.16","Pmm2"
"3849","ENSMUSG00000022715.3","Tmem114"
"3850","ENSMUSG00000022718.12","Dgcr8"
"3851","ENSMUSG00000022721.19","Trmt2a"
"3852","ENSMUSG00000022722.18","Arl6"
"3853","ENSMUSG00000022723.16","Crybg3"
"3854","ENSMUSG00000022724.15","Riox2"
"3855","ENSMUSG00000022738.7","Gsc2"
"3856","ENSMUSG00000022742.6","Cpox"
"3857","ENSMUSG00000022744.12","Cldnd1"
"3858","ENSMUSG00000022747.17","St3gal6"
"3859","ENSMUSG00000022748.8","Cmss1"
"3860","ENSMUSG00000022749.8","Tbc1d23"
"3861","ENSMUSG00000022750.18","Klhl22"
"3862","ENSMUSG00000022751.9","Nit2"
"3863","ENSMUSG00000022752.9","Tomm70a"
"3864","ENSMUSG00000022753.15","Tmem30c"
"3865","ENSMUSG00000022754.6","Tmem45a"
"3866","ENSMUSG00000022755.4","Adgrg7"
"3867","ENSMUSG00000022756.17","Slc7a4"
"3868","ENSMUSG00000022757.19","Tfg"
"3869","ENSMUSG00000022758.14","P2rx6"
"3870","ENSMUSG00000022759.15","Lrrc74b"
"3871","ENSMUSG00000022760.17","Thap7"
"3872","ENSMUSG00000022761.12","Lztr1"
"3873","ENSMUSG00000022762.18","Ncam2"
"3874","ENSMUSG00000022763.18","Aifm3"
"3875","ENSMUSG00000022765.10","Snap29"
"3876","ENSMUSG00000022766.14","Serpind1"
"3877","ENSMUSG00000022768.17","Ccdc116"
"3878","ENSMUSG00000022769.9","Sdf2l1"
"3879","ENSMUSG00000022770.17","Dlg1"
"3880","ENSMUSG00000022771.17","Ppil2"
"3881","ENSMUSG00000022772.12","Senp5"
"3882","ENSMUSG00000022773.19","Ypel1"
"3883","ENSMUSG00000022774.13","Ncbp2"
"3884","ENSMUSG00000022779.16","Top3b"
"3885","ENSMUSG00000022780.5","Meltf"
"3886","ENSMUSG00000022781.8","Pak2"
"3887","ENSMUSG00000022783.11","Spag6l"
"3888","ENSMUSG00000022787.10","Wdr53"
"3889","ENSMUSG00000022788.16","Fgd4"
"3890","ENSMUSG00000022789.15","Dnm1l"
"3891","ENSMUSG00000022790.14","Igsf11"
"3892","ENSMUSG00000022791.19","Tnk2"
"3893","ENSMUSG00000022792.16","Yars2"
"3894","ENSMUSG00000022793.17","B4galt4"
"3895","ENSMUSG00000022797.16","Tfrc"
"3896","ENSMUSG00000022798.8","Tex55"
"3897","ENSMUSG00000022799.4","Arhgap31"
"3898","ENSMUSG00000022800.14","Fyttd1"
"3899","ENSMUSG00000022801.13","Lrch3"
"3900","ENSMUSG00000022802.2","Lmln"
"3901","ENSMUSG00000022803.12","Popdc2"
"3902","ENSMUSG00000022805.17","Maats1"
"3903","ENSMUSG00000022807.9","Osbpl11"
"3904","ENSMUSG00000022808.5","Snx4"
"3905","ENSMUSG00000022809.4","Nr1i2"
"3906","ENSMUSG00000022811.17","Zfp148"
"3907","ENSMUSG00000022812.14","Gsk3b"
"3908","ENSMUSG00000022814.6","Umps"
"3909","ENSMUSG00000022816.11","Fstl1"
"3910","ENSMUSG00000022817.15","Itgb5"
"3911","ENSMUSG00000022818.13","Cyp2ab1"
"3912","ENSMUSG00000022820.4","Ndufb4"
"3913","ENSMUSG00000022821.13","Hgd"
"3914","ENSMUSG00000022822.16","Abcc5"
"3915","ENSMUSG00000022824.12","Muc13"
"3916","ENSMUSG00000022827.14","Rabl3"
"3917","ENSMUSG00000022828.10","Gtf2e1"
"3918","ENSMUSG00000022829.14","Stxbp5l"
"3919","ENSMUSG00000022831.14","Hcls1"
"3920","ENSMUSG00000022832.11","Ropn1"
"3921","ENSMUSG00000022833.7","Ccdc14"
"3922","ENSMUSG00000022836.11","Mylk"
"3923","ENSMUSG00000022837.14","Iqcb1"
"3924","ENSMUSG00000022838.14","Eaf2"
"3925","ENSMUSG00000022840.9","Adcy5"
"3926","ENSMUSG00000022841.15","Ap2m1"
"3927","ENSMUSG00000022842.18","Ece2"
"3928","ENSMUSG00000022843.17","Clcn2"
"3929","ENSMUSG00000022844.8","Pdia5"
"3930","ENSMUSG00000022847.15","Thpo"
"3931","ENSMUSG00000022848.8","Slc49a4"
"3932","ENSMUSG00000022849.5","Hspbap1"
"3933","ENSMUSG00000022853.7","Ehhadh"
"3934","ENSMUSG00000022855.9","Senp2"
"3935","ENSMUSG00000022856.9","Tmem41a"
"3936","ENSMUSG00000022857.13","Tmprss15"
"3937","ENSMUSG00000022858.16","Tra2b"
"3938","ENSMUSG00000022860.15","Chodl"
"3939","ENSMUSG00000022861.17","Dgkg"
"3940","ENSMUSG00000022863.15","Btg3"
"3941","ENSMUSG00000022864.14","D16Ertd472e"
"3942","ENSMUSG00000022865.14","Cxadr"
"3943","ENSMUSG00000022867.11","Usp25"
"3944","ENSMUSG00000022868.6","Ahsg"
"3945","ENSMUSG00000022871.13","Fetub"
"3946","ENSMUSG00000022875.18","Kng1"
"3947","ENSMUSG00000022876.18","Samsn1"
"3948","ENSMUSG00000022877.9","Hrg"
"3949","ENSMUSG00000022878.5","Adipoq"
"3950","ENSMUSG00000022881.15","Rfc4"
"3951","ENSMUSG00000022883.11","Robo1"
"3952","ENSMUSG00000022884.16","Eif4a2"
"3953","ENSMUSG00000022885.16","St6gal1"
"3954","ENSMUSG00000022886.5","Prl2a1"
"3955","ENSMUSG00000022887.9","Masp1"
"3956","ENSMUSG00000022889.7","Mrpl39"
"3957","ENSMUSG00000022890.13","Atp5j"
"3958","ENSMUSG00000022892.11","App"
"3959","ENSMUSG00000022893.14","Adamts1"
"3960","ENSMUSG00000022894.6","Adamts5"
"3961","ENSMUSG00000022895.16","Ets2"
"3962","ENSMUSG00000022897.15","Dyrk1a"
"3963","ENSMUSG00000022898.13","Vps26c"
"3964","ENSMUSG00000022899.9","Slc15a2"
"3965","ENSMUSG00000022900.14","Ildr1"
"3966","ENSMUSG00000022901.13","Cd86"
"3967","ENSMUSG00000022902.8","Stfa2"
"3968","ENSMUSG00000022905.12","Kpna1"
"3969","ENSMUSG00000022906.15","Parp9"
"3970","ENSMUSG00000022911.11","Arl13b"
"3971","ENSMUSG00000022912.8","Pros1"
"3972","ENSMUSG00000022913.16","Psmg1"
"3973","ENSMUSG00000022914.17","Brwd1"
"3974","ENSMUSG00000022931.7","Krtap15"
"3975","ENSMUSG00000022935.16","Grik1"
"3976","ENSMUSG00000022938.8","Fam3b"
"3977","ENSMUSG00000022940.17","Pigp"
"3978","ENSMUSG00000022941.8","Ripply3"
"3979","ENSMUSG00000022945.12","Chaf1b"
"3980","ENSMUSG00000022946.10","Dop1b"
"3981","ENSMUSG00000022947.8","Cbr3"
"3982","ENSMUSG00000022948.16","Setd4"
"3983","ENSMUSG00000022949.9","Clic6"
"3984","ENSMUSG00000022951.16","Rcan1"
"3985","ENSMUSG00000022952.17","Runx1"
"3986","ENSMUSG00000022956.11","Atp5o"
"3987","ENSMUSG00000022957.20","Itsn1"
"3988","ENSMUSG00000022960.13","Donson"
"3989","ENSMUSG00000022961.18","Son"
"3990","ENSMUSG00000022962.15","Gart"
"3991","ENSMUSG00000022964.14","Tmem50b"
"3992","ENSMUSG00000022965.8","Ifngr2"
"3993","ENSMUSG00000022967.13","Ifnar1"
"3994","ENSMUSG00000022969.13","Il10rb"
"3995","ENSMUSG00000022971.18","Ifnar2"
"3996","ENSMUSG00000022972.10","Cfap298"
"3997","ENSMUSG00000022973.18","Synj1"
"3998","ENSMUSG00000022974.12","Paxbp1"
"3999","ENSMUSG00000022978.11","Mis18a"
"4000","ENSMUSG00000022982.10","Sod1"
"4001","ENSMUSG00000022983.16","Scaf4"
"4002","ENSMUSG00000022986.5","Krt75"
"4003","ENSMUSG00000022987.12","Zfp641"
"4004","ENSMUSG00000022991.5","Lalba"
"4005","ENSMUSG00000022992.17","Kansl2"
"4006","ENSMUSG00000022993.7","4930415O20Rik"
"4007","ENSMUSG00000022994.9","Adcy6"
"4008","ENSMUSG00000022995.16","Enah"
"4009","ENSMUSG00000022996.15","Wnt10b"
"4010","ENSMUSG00000022997.9","Wnt1"
"4011","ENSMUSG00000022999.15","Lmbr1l"
"4012","ENSMUSG00000023000.5","Dhh"
"4013","ENSMUSG00000023004.8","Tuba1b"
"4014","ENSMUSG00000023007.15","Prpf40b"
"4015","ENSMUSG00000023008.18","Fmnl3"
"4016","ENSMUSG00000023009.14","Nckap5l"
"4017","ENSMUSG00000023010.15","Tmbim6"
"4018","ENSMUSG00000023011.8","Faim2"
"4019","ENSMUSG00000023013.5","Aqp2"
"4020","ENSMUSG00000023015.14","Racgap1"
"4021","ENSMUSG00000023017.10","Asic1"
"4022","ENSMUSG00000023018.5","Smarcd1"
"4023","ENSMUSG00000023019.12","Gpd1"
"4024","ENSMUSG00000023020.3","Cox14"
"4025","ENSMUSG00000023021.15","Cers5"
"4026","ENSMUSG00000023022.14","Lima1"
"4027","ENSMUSG00000023025.16","Larp4"
"4028","ENSMUSG00000023026.16","Dip2b"
"4029","ENSMUSG00000023027.13","Atf1"
"4030","ENSMUSG00000023030.16","Slc11a2"
"4031","ENSMUSG00000023031.8","Cela1"
"4032","ENSMUSG00000023032.12","Slc4a8"
"4033","ENSMUSG00000023033.14","Scn8a"
"4034","ENSMUSG00000023034.7","Nr4a1"
"4035","ENSMUSG00000023036.14","Pcdhgc4"
"4036","ENSMUSG00000023039.17","Krt7"
"4037","ENSMUSG00000023041.7","Krt6b"
"4038","ENSMUSG00000023043.7","Krt18"
"4039","ENSMUSG00000023044.2","Csad"
"4040","ENSMUSG00000023045.13","Soat2"
"4041","ENSMUSG00000023046.6","Igfbp6"
"4042","ENSMUSG00000023047.11","Amhr2"
"4043","ENSMUSG00000023048.13","Prr13"
"4044","ENSMUSG00000023050.9","Map3k12"
"4045","ENSMUSG00000023051.11","Tarbp2"
"4046","ENSMUSG00000023052.8","Npff"
"4047","ENSMUSG00000023055.10","Calcoco1"
"4048","ENSMUSG00000023057.5","Fabp2"
"4049","ENSMUSG00000023064.4","Sncg"
"4050","ENSMUSG00000023066.10","Rttn"
"4051","ENSMUSG00000023067.14","Cdkn1a"
"4052","ENSMUSG00000023068.16","Nus1"
"4053","ENSMUSG00000023070.6","Rgn"
"4054","ENSMUSG00000023072.14","Cep89"
"4055","ENSMUSG00000023073.2","Slc10a2"
"4056","ENSMUSG00000023074.11","Mospd1"
"4057","ENSMUSG00000023075.9","Akirin1"
"4058","ENSMUSG00000023078.6","Cxcl13"
"4059","ENSMUSG00000023079.14","Gtf2ird1"
"4060","ENSMUSG00000023083.7","H2-M10.2"
"4061","ENSMUSG00000023084.11","Lrrc71"
"4062","ENSMUSG00000023087.15","Noct"
"4063","ENSMUSG00000023088.17","Abcc1"
"4064","ENSMUSG00000023089.12","Ndufa5"
"4065","ENSMUSG00000023092.16","Fhl1"
"4066","ENSMUSG00000023093.7","Pate12"
"4067","ENSMUSG00000023094.14","Msrb2"
"4068","ENSMUSG00000023104.9","Rfc2"
"4069","ENSMUSG00000023106.15","Denr"
"4070","ENSMUSG00000023110.12","Prmt5"
"4071","ENSMUSG00000023118.15","Sympk"
"4072","ENSMUSG00000023120.9","Ldc1"
"4073","ENSMUSG00000023122.6","Sult1c2"
"4074","ENSMUSG00000023132.8","Gzma"
"4075","ENSMUSG00000023140.4","Reg2"
"4076","ENSMUSG00000023143.10","Nagpa"
"4077","ENSMUSG00000023147.17","Get1"
"4078","ENSMUSG00000023150.14","Ivns1abp"
"4079","ENSMUSG00000023151.9","Lrrc69"
"4080","ENSMUSG00000023153.9","Tmem52"
"4081","ENSMUSG00000023156.4","Rpp14"
"4082","ENSMUSG00000023159.8","Psg29"
"4083","ENSMUSG00000023165.13","Ssxb2"
"4084","ENSMUSG00000023169.15","Slc38a1"
"4085","ENSMUSG00000023170.14","Gps2"
"4086","ENSMUSG00000023175.15","Bsg"
"4087","ENSMUSG00000023176.9","Cpn2"
"4088","ENSMUSG00000023185.4","Ceacam14"
"4089","ENSMUSG00000023186.14","Vwa5a"
"4090","ENSMUSG00000023191.9","P3h3"
"4091","ENSMUSG00000023192.12","Grm2"
"4092","ENSMUSG00000023206.16","Il15ra"
"4093","ENSMUSG00000023210.2","Lcn9"
"4094","ENSMUSG00000023216.13","Epb42"
"4095","ENSMUSG00000023224.12","Serping1"
"4096","ENSMUSG00000023232.17","Serinc2"
"4097","ENSMUSG00000023235.14","Ccl25"
"4098","ENSMUSG00000023236.7","Scg5"
"4099","ENSMUSG00000023243.9","Kcnk5"
"4100","ENSMUSG00000023247.2","Guca2a"
"4101","ENSMUSG00000023249.15","Parp3"
"4102","ENSMUSG00000023257.3","Cypt1"
"4103","ENSMUSG00000023259.16","Slc26a6"
"4104","ENSMUSG00000023262.13","Acy1"
"4105","ENSMUSG00000023263.3","9530002B09Rik"
"4106","ENSMUSG00000023266.11","Frs3"
"4107","ENSMUSG00000023267.10","Gabrr2"
"4108","ENSMUSG00000023272.4","Creld2"
"4109","ENSMUSG00000023274.14","Cd4"
"4110","ENSMUSG00000023277.13","Twf2"
"4111","ENSMUSG00000023279.7","Bmp15"
"4112","ENSMUSG00000023284.15","Zfp605"
"4113","ENSMUSG00000023286.16","Ube2j2"
"4114","ENSMUSG00000023289.11","Sva"
"4115","ENSMUSG00000023307.14","Marchf5"
"4116","ENSMUSG00000023328.14","Ache"
"4117","ENSMUSG00000023330.12","Dtwd1"
"4118","ENSMUSG00000023333.8","Gcm1"
"4119","ENSMUSG00000023336.6","Wfdc1"
"4120","ENSMUSG00000023341.15","Mx2"
"4121","ENSMUSG00000023345.17","Poc1a"
"4122","ENSMUSG00000023348.11","Trip6"
"4123","ENSMUSG00000023349.14","Clec4n"
"4124","ENSMUSG00000023350.6","Phf8-ps"
"4125","ENSMUSG00000023353.14","Agap3"
"4126","ENSMUSG00000023367.14","Tmem176a"
